id	title	description	availability	condition	price	link	image_link	brand	google_product_category	fb_product_category	quantity_to_sell_on_facebook	sale_price	sale_price_effective_date	item_group_id	gender	color	size	age_group	material	pattern	shipping	shipping_weight	video[0].url	video[0].tag[0]	style[0]
1	21 ABRE-TE SÉSAMO	21 ABRE-TE SÉSAMO - ADELE	in stock	new	222.00 BRL	http://localhost/brisadiscosShop/?product-details=1&21 ABRE-TE SÉSAMO	http://localhost/system_day/img/produto/b5bd9701796416ca994f5d2c9ff10ed0.jpg	Brisa	Media > Music & Audio > Music Records					Novos-Internacionais						BR::Standard:10.0 BRL				
